;$FILEVERSION=2.0
;$STARTTIME=45232.8661187384
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 20:47:12.659.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
   2246      8407.428 DT     0080 Rx 0  
   2247      8411.418 DT     0080 Rx 0  
   2248      8415.408 DT     0080 Rx 0  
   2249      8419.397 DT     0080 Rx 0  
   2250      8423.384 DT     0080 Rx 0  
   2251      8427.375 DT     0080 Rx 0  
   2252      8431.363 DT     0080 Rx 0  
   2253      8435.351 DT     0080 Rx 0  
   2254      8439.340 DT     0080 Rx 0  
   2255      8443.329 DT     0080 Rx 0  
   2256      8447.320 DT     0080 Rx 0  
   2257      8449.591 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2258      8449.932 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2259      8451.208 DT     0080 Rx 0  
   2260      8455.196 DT     0080 Rx 0  
   2261      8459.185 DT     0080 Rx 0  
   2262      8463.174 DT     0080 Rx 0  
   2263      8467.162 DT     0080 Rx 0  
   2264      8471.151 DT     0080 Rx 0  
   2265      8475.141 DT     0080 Rx 0  
   2266      8479.130 DT     0080 Rx 0  
   2267      8479.681 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2268      8479.805 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2269      8483.117 DT     0080 Rx 0  
   2270      8487.107 DT     0080 Rx 0  
   2271      8491.095 DT     0080 Rx 0  
   2272      8495.082 DT     0080 Rx 0  
   2273      8499.071 DT     0080 Rx 0  
   2274      8503.059 DT     0080 Rx 0  
   2275      8507.049 DT     0080 Rx 0  
   2276      8509.528 DT     0181 Rx 8  00 80 37 86 AE FF 01 00 
   2277      8509.655 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2278      8511.035 DT     0080 Rx 0  
   2279      8515.026 DT     0080 Rx 0  
   2280      8519.014 DT     0080 Rx 0  
   2281      8523.004 DT     0080 Rx 0  
   2282      8526.991 DT     0080 Rx 0  
   2283      8530.981 DT     0080 Rx 0  
   2284      8534.970 DT     0080 Rx 0  
   2285      8538.959 DT     0080 Rx 0  
   2286      8539.517 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2287      8539.644 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2288      8542.951 DT     0080 Rx 0  
   2289      8546.939 DT     0080 Rx 0  
   2290      8550.928 DT     0080 Rx 0  
   2291      8554.915 DT     0080 Rx 0  
   2292      8558.904 DT     0080 Rx 0  
   2293      8562.892 DT     0080 Rx 0  
   2294      8566.882 DT     0080 Rx 0  
   2295      8569.484 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2296      8569.608 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2297      8570.872 DT     0080 Rx 0  
   2298      8574.860 DT     0080 Rx 0  
   2299      8578.848 DT     0080 Rx 0  
   2300      8582.839 DT     0080 Rx 0  
   2301      8586.829 DT     0080 Rx 0  
   2302      8590.817 DT     0080 Rx 0  
   2303      8594.804 DT     0080 Rx 0  
   2304      8598.794 DT     0080 Rx 0  
   2305      8602.783 DT     0080 Rx 0  
   2306      8606.773 DT     0080 Rx 0  
   2307      8610.760 DT     0080 Rx 0  
   2308      8614.750 DT     0080 Rx 0  
   2309      8618.738 DT     0080 Rx 0  
   2310      8622.729 DT     0080 Rx 0  
   2311      8626.718 DT     0080 Rx 0  
   2312      8630.705 DT     0080 Rx 0  
   2313      8634.695 DT     0080 Rx 0  
   2314      8638.682 DT     0080 Rx 0  
   2315      8642.675 DT     0080 Rx 0  
   2316      8646.662 DT     0080 Rx 0  
   2317      8650.650 DT     0080 Rx 0  
   2318      8654.639 DT     0080 Rx 0  
   2319      8658.627 DT     0080 Rx 0  
   2320      8662.617 DT     0080 Rx 0  
   2321      8666.605 DT     0080 Rx 0  
   2322      8670.595 DT     0080 Rx 0  
   2323      8674.584 DT     0080 Rx 0  
   2324      8678.574 DT     0080 Rx 0  
   2325      8682.564 DT     0080 Rx 0  
   2326      8686.554 DT     0080 Rx 0  
   2327      8690.540 DT     0080 Rx 0  
   2328      8694.531 DT     0080 Rx 0  
   2329      8698.519 DT     0080 Rx 0  
   2330      8702.508 DT     0080 Rx 0  
   2331      8706.497 DT     0080 Rx 0  
   2332      8710.486 DT     0080 Rx 0  
   2333      8714.476 DT     0080 Rx 0  
   2334      8718.464 DT     0080 Rx 0  
   2335      8722.454 DT     0080 Rx 0  
   2336      8726.443 DT     0080 Rx 0  
   2337      8730.433 DT     0080 Rx 0  
   2338      8734.421 DT     0080 Rx 0  
   2339      8738.411 DT     0080 Rx 0  
   2340      8742.401 DT     0080 Rx 0  
   2341      8743.476 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2342      8743.598 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2343      8746.391 DT     0080 Rx 0  
   2344      8750.381 DT     0080 Rx 0  
   2345      8754.368 DT     0080 Rx 0  
   2346      8758.358 DT     0080 Rx 0  
   2347      8762.347 DT     0080 Rx 0  
   2348      8766.337 DT     0080 Rx 0  
   2349      8770.324 DT     0080 Rx 0  
   2350      8773.413 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2351      8773.537 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2352      8774.315 DT     0080 Rx 0  
   2353      8778.303 DT     0080 Rx 0  
   2354      8782.292 DT     0080 Rx 0  
   2355      8786.283 DT     0080 Rx 0  
   2356      8790.271 DT     0080 Rx 0  
   2357      8794.259 DT     0080 Rx 0  
   2358      8798.250 DT     0080 Rx 0  
   2359      8802.237 DT     0080 Rx 0  
   2360      8803.448 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2361      8803.575 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2362      8806.227 DT     0080 Rx 0  
   2363      8810.214 DT     0080 Rx 0  
   2364      8814.204 DT     0080 Rx 0  
   2365      8818.193 DT     0080 Rx 0  
   2366      8822.184 DT     0080 Rx 0  
   2367      8826.169 DT     0080 Rx 0  
   2368      8830.160 DT     0080 Rx 0  
   2369      8834.151 DT     0080 Rx 0  
   2370      8838.141 DT     0080 Rx 0  
   2371      8842.129 DT     0080 Rx 0  
   2372      8846.119 DT     0080 Rx 0  
   2373      8850.110 DT     0080 Rx 0  
   2374      8854.098 DT     0080 Rx 0  
   2375      8858.088 DT     0080 Rx 0  
   2376      8862.079 DT     0080 Rx 0  
   2377      8863.250 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2378      8863.372 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2379      8866.067 DT     0080 Rx 0  
   2380      8870.057 DT     0080 Rx 0  
   2381      8874.047 DT     0080 Rx 0  
   2382      8878.035 DT     0080 Rx 0  
   2383      8882.024 DT     0080 Rx 0  
   2384      8886.014 DT     0080 Rx 0  
   2385      8890.002 DT     0080 Rx 0  
   2386      8893.222 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2387      8893.347 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2388      8893.993 DT     0080 Rx 0  
   2389      8897.981 DT     0080 Rx 0  
   2390      8901.971 DT     0080 Rx 0  
   2391      8905.962 DT     0080 Rx 0  
   2392      8909.949 DT     0080 Rx 0  
   2393      8913.938 DT     0080 Rx 0  
   2394      8917.928 DT     0080 Rx 0  
   2395      8921.919 DT     0080 Rx 0  
   2396      8923.166 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2397      8923.292 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2398      8925.908 DT     0080 Rx 0  
   2399      8929.896 DT     0080 Rx 0  
   2400      8933.884 DT     0080 Rx 0  
   2401      8937.874 DT     0080 Rx 0  
   2402      8941.863 DT     0080 Rx 0  
   2403      8945.853 DT     0080 Rx 0  
   2404      8949.841 DT     0080 Rx 0  
   2405      8953.829 DT     0080 Rx 0  
   2406      8957.818 DT     0080 Rx 0  
   2407      8961.807 DT     0080 Rx 0  
   2408      8965.796 DT     0080 Rx 0  
   2409      8969.786 DT     0080 Rx 0  
   2410      8973.774 DT     0080 Rx 0  
   2411      8977.763 DT     0080 Rx 0  
   2412      8981.753 DT     0080 Rx 0  
   2413      8985.741 DT     0080 Rx 0  
   2414      8989.728 DT     0080 Rx 0  
   2415      8993.719 DT     0080 Rx 0  
   2416      8997.707 DT     0080 Rx 0  
   2417      9001.696 DT     0080 Rx 0  
   2418      9005.686 DT     0080 Rx 0  
   2419      9009.676 DT     0080 Rx 0  
   2420      9013.664 DT     0080 Rx 0  
   2421      9017.652 DT     0080 Rx 0  
   2422      9021.641 DT     0080 Rx 0  
   2423      9025.631 DT     0080 Rx 0  
   2424      9027.025 DT     0701 Rx 1  05 
   2425      9029.621 DT     0080 Rx 0  
   2426      9033.608 DT     0080 Rx 0  
   2427      9037.598 DT     0080 Rx 0  
   2428      9041.588 DT     0080 Rx 0  
   2429      9045.575 DT     0080 Rx 0  
   2430      9049.565 DT     0080 Rx 0  
   2431      9053.552 DT     0080 Rx 0  
   2432      9057.540 DT     0080 Rx 0  
   2433      9061.532 DT     0080 Rx 0  
   2434      9065.521 DT     0080 Rx 0  
   2435      9069.508 DT     0080 Rx 0  
   2436      9073.499 DT     0080 Rx 0  
   2437      9077.487 DT     0080 Rx 0  
   2438      9081.476 DT     0080 Rx 0  
   2439      9085.466 DT     0080 Rx 0  
   2440      9089.454 DT     0080 Rx 0  
   2441      9093.442 DT     0080 Rx 0  
   2442      9097.432 DT     0080 Rx 0  
   2443      9101.421 DT     0080 Rx 0  
   2444      9105.411 DT     0080 Rx 0  
   2445      9109.399 DT     0080 Rx 0  
   2446      9113.388 DT     0080 Rx 0  
   2447      9117.377 DT     0080 Rx 0  
   2448      9121.367 DT     0080 Rx 0  
   2449      9125.356 DT     0080 Rx 0  
   2450      9129.347 DT     0080 Rx 0  
   2451      9133.335 DT     0080 Rx 0  
   2452      9137.325 DT     0080 Rx 0  
   2453      9141.313 DT     0080 Rx 0  
   2454      9145.301 DT     0080 Rx 0  
   2455      9149.292 DT     0080 Rx 0  
   2456      9153.280 DT     0080 Rx 0  
   2457      9157.271 DT     0080 Rx 0  
   2458      9161.259 DT     0080 Rx 0  
   2459      9165.246 DT     0080 Rx 0  
   2460      9169.238 DT     0080 Rx 0  
   2461      9173.226 DT     0080 Rx 0  
   2462      9177.215 DT     0080 Rx 0  
   2463      9181.204 DT     0080 Rx 0  
   2464      9184.084 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2465      9184.209 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2466      9185.194 DT     0080 Rx 0  
   2467      9189.183 DT     0080 Rx 0  
   2468      9193.172 DT     0080 Rx 0  
   2469      9197.161 DT     0080 Rx 0  
   2470      9201.150 DT     0080 Rx 0  
   2471      9205.142 DT     0080 Rx 0  
   2472      9209.130 DT     0080 Rx 0  
   2473      9213.118 DT     0080 Rx 0  
   2474      9213.954 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2475      9214.078 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2476      9217.105 DT     0080 Rx 0  
   2477      9221.096 DT     0080 Rx 0  
   2478      9225.085 DT     0080 Rx 0  
   2479      9229.073 DT     0080 Rx 0  
   2480      9233.062 DT     0080 Rx 0  
   2481      9237.050 DT     0080 Rx 0  
   2482      9241.041 DT     0080 Rx 0  
   2483      9243.915 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2484      9244.040 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2485      9245.029 DT     0080 Rx 0  
   2486      9249.019 DT     0080 Rx 0  
   2487      9253.009 DT     0080 Rx 0  
   2488      9256.998 DT     0080 Rx 0  
   2489      9260.989 DT     0080 Rx 0  
   2490      9264.977 DT     0080 Rx 0  
   2491      9268.967 DT     0080 Rx 0  
   2492      9272.955 DT     0080 Rx 0  
   2493      9273.881 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2494      9274.006 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2495      9276.946 DT     0080 Rx 0  
   2496      9280.934 DT     0080 Rx 0  
   2497      9284.924 DT     0080 Rx 0  
   2498      9288.912 DT     0080 Rx 0  
   2499      9292.903 DT     0080 Rx 0  
   2500      9296.890 DT     0080 Rx 0  
   2501      9300.880 DT     0080 Rx 0  
   2502      9303.871 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2503      9303.997 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2504      9304.869 DT     0080 Rx 0  
   2505      9308.859 DT     0080 Rx 0  
   2506      9312.850 DT     0080 Rx 0  
   2507      9316.838 DT     0080 Rx 0  
   2508      9320.829 DT     0080 Rx 0  
   2509      9324.817 DT     0080 Rx 0  
   2510      9328.806 DT     0080 Rx 0  
   2511      9332.797 DT     0080 Rx 0  
   2512      9336.785 DT     0080 Rx 0  
   2513      9340.772 DT     0080 Rx 0  
   2514      9344.762 DT     0080 Rx 0  
   2515      9348.752 DT     0080 Rx 0  
   2516      9352.742 DT     0080 Rx 0  
   2517      9356.729 DT     0080 Rx 0  
   2518      9360.719 DT     0080 Rx 0  
   2519      9364.708 DT     0080 Rx 0  
   2520      9368.698 DT     0080 Rx 0  
   2521      9372.688 DT     0080 Rx 0  
   2522      9376.676 DT     0080 Rx 0  
   2523      9380.669 DT     0080 Rx 0  
   2524      9384.657 DT     0080 Rx 0  
   2525      9388.646 DT     0080 Rx 0  
   2526      9392.634 DT     0080 Rx 0  
   2527      9396.624 DT     0080 Rx 0  
   2528      9400.613 DT     0080 Rx 0  
   2529      9404.601 DT     0080 Rx 0  
   2530      9408.592 DT     0080 Rx 0  
   2531      9412.580 DT     0080 Rx 0  
   2532      9416.571 DT     0080 Rx 0  
   2533      9420.561 DT     0080 Rx 0  
   2534      9424.550 DT     0080 Rx 0  
   2535      9427.883 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2536      9428.006 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2537      9428.539 DT     0080 Rx 0  
   2538      9432.527 DT     0080 Rx 0  
   2539      9436.516 DT     0080 Rx 0  
   2540      9440.505 DT     0080 Rx 0  
   2541      9444.495 DT     0080 Rx 0  
   2542      9448.482 DT     0080 Rx 0  
   2543      9452.374 DT     0080 Rx 0  
   2544      9456.362 DT     0080 Rx 0  
   2545      9457.635 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2546      9457.762 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2547      9460.352 DT     0080 Rx 0  
   2548      9464.340 DT     0080 Rx 0  
   2549      9468.330 DT     0080 Rx 0  
   2550      9472.322 DT     0080 Rx 0  
   2551      9476.309 DT     0080 Rx 0  
   2552      9480.299 DT     0080 Rx 0  
   2553      9484.287 DT     0080 Rx 0  
   2554      9487.610 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2555      9487.738 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2556      9488.277 DT     0080 Rx 0  
   2557      9492.267 DT     0080 Rx 0  
   2558      9496.255 DT     0080 Rx 0  
   2559      9500.244 DT     0080 Rx 0  
   2560      9504.235 DT     0080 Rx 0  
   2561      9508.224 DT     0080 Rx 0  
   2562      9512.212 DT     0080 Rx 0  
   2563      9516.202 DT     0080 Rx 0  
   2564      9520.192 DT     0080 Rx 0  
   2565      9524.180 DT     0080 Rx 0  
   2566      9528.170 DT     0080 Rx 0  
   2567      9532.160 DT     0080 Rx 0  
   2568      9536.147 DT     0080 Rx 0  
   2569      9540.138 DT     0080 Rx 0  
   2570      9544.129 DT     0080 Rx 0  
   2571      9548.117 DT     0080 Rx 0  
   2572      9552.106 DT     0080 Rx 0  
   2573      9556.094 DT     0080 Rx 0  
   2574      9560.086 DT     0080 Rx 0  
   2575      9564.074 DT     0080 Rx 0  
   2576      9568.063 DT     0080 Rx 0  
   2577      9572.052 DT     0080 Rx 0  
   2578      9576.042 DT     0080 Rx 0  
   2579      9580.033 DT     0080 Rx 0  
   2580      9584.022 DT     0080 Rx 0  
   2581      9586.610 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2582      9586.734 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
   2583      9588.009 DT     0080 Rx 0  
   2584      9591.999 DT     0080 Rx 0  
   2585      9595.988 DT     0080 Rx 0  
   2586      9599.978 DT     0080 Rx 0  
   2587      9603.966 DT     0080 Rx 0  
   2588      9607.956 DT     0080 Rx 0  
   2589      9611.947 DT     0080 Rx 0  
   2590      9615.936 DT     0080 Rx 0  
   2591      9616.487 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2592      9616.609 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2593      9619.924 DT     0080 Rx 0  
   2594      9623.912 DT     0080 Rx 0  
   2595      9627.902 DT     0080 Rx 0  
   2596      9631.892 DT     0080 Rx 0  
   2597      9635.882 DT     0080 Rx 0  
   2598      9639.873 DT     0080 Rx 0  
   2599      9643.860 DT     0080 Rx 0  
   2600      9646.452 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2601      9646.576 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
   2602      9647.852 DT     0080 Rx 0  
   2603      9651.840 DT     0080 Rx 0  
   2604      9655.830 DT     0080 Rx 0  
   2605      9659.818 DT     0080 Rx 0  
   2606      9663.809 DT     0080 Rx 0  
   2607      9667.799 DT     0080 Rx 0  
   2608      9671.786 DT     0080 Rx 0  
   2609      9671.908 DT     0601 Rx 8  2F C2 60 01 04 00 89 5C 
   2610      9672.411 DT     0581 Rx 8  60 C2 60 01 00 00 00 00 
   2611      9675.775 DT     0080 Rx 0  
   2612      9676.539 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2613      9676.663 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2614      9679.765 DT     0080 Rx 0  
   2615      9683.755 DT     0080 Rx 0  
   2616      9687.746 DT     0080 Rx 0  
   2617      9687.862 DT     0601 Rx 8  2F C2 60 02 FD 00 89 5C 
   2618      9688.153 DT     0581 Rx 8  60 C2 60 02 00 00 00 00 
   2619      9691.733 DT     0080 Rx 0  
   2620      9695.721 DT     0080 Rx 0  
   2621      9699.712 DT     0080 Rx 0  
   2622      9703.701 DT     0080 Rx 0  
   2623      9706.399 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2624      9706.524 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2625      9707.687 DT     0080 Rx 0  
   2626      9711.676 DT     0080 Rx 0  
   2627      9713.744 DT     0601 Rx 8  23 00 18 01 81 01 00 80 
   2628      9714.114 DT     0581 Rx 8  60 00 18 01 00 00 00 00 
   2629      9715.665 DT     0080 Rx 0  
   2630      9719.653 DT     0080 Rx 0  
   2631      9723.644 DT     0080 Rx 0  
   2632      9727.632 DT     0080 Rx 0  
   2633      9731.620 DT     0080 Rx 0  
   2634      9735.609 DT     0080 Rx 0  
   2635      9736.385 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2636      9739.600 DT     0080 Rx 0  
   2637      9743.587 DT     0080 Rx 0  
   2638      9743.706 DT     0601 Rx 8  2F 00 18 02 01 00 89 5C 
   2639      9744.156 DT     0581 Rx 8  60 00 18 02 00 00 00 00 
   2640      9747.575 DT     0080 Rx 0  
   2641      9751.564 DT     0080 Rx 0  
   2642      9755.553 DT     0080 Rx 0  
   2643      9759.542 DT     0080 Rx 0  
   2644      9763.529 DT     0080 Rx 0  
   2645      9766.349 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2646      9767.517 DT     0080 Rx 0  
   2647      9771.505 DT     0080 Rx 0  
   2648      9773.571 DT     0601 Rx 8  2B 00 18 03 14 00 89 5C 
   2649      9773.891 DT     0581 Rx 8  60 00 18 03 00 00 00 00 
   2650      9775.493 DT     0080 Rx 0  
   2651      9779.481 DT     0080 Rx 0  
   2652      9783.468 DT     0080 Rx 0  
   2653      9787.458 DT     0080 Rx 0  
   2654      9791.446 DT     0080 Rx 0  
   2655      9795.434 DT     0080 Rx 0  
   2656      9796.477 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
   2657      9799.423 DT     0080 Rx 0  
   2658      9803.412 DT     0080 Rx 0  
   2659      9805.482 DT     0601 Rx 8  23 00 18 01 81 01 00 00 
   2660      9805.838 DT     0581 Rx 8  60 00 18 01 00 00 00 00 
   2661      9805.955 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2662      9807.400 DT     0080 Rx 0  
   2663      9808.463 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2664      9809.468 DT     0601 Rx 8  23 01 18 01 81 02 00 80 
   2665      9809.829 DT     0581 Rx 8  60 01 18 01 00 00 00 00 
   2666      9811.386 DT     0080 Rx 0  
   2667      9812.451 DT     0181 Rx 8  00 80 37 86 AF FF 01 00 
   2668      9815.376 DT     0080 Rx 0  
   2669      9816.444 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2670      9819.364 DT     0080 Rx 0  
   2671      9820.401 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2672      9823.354 DT     0080 Rx 0  
   2673      9823.473 DT     0601 Rx 8  2F 01 18 02 01 00 89 5C 
   2674      9823.826 DT     0581 Rx 8  60 01 18 02 00 00 00 00 
   2675      9824.442 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2676      9827.343 DT     0080 Rx 0  
   2677      9828.433 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
   2678      9831.331 DT     0080 Rx 0  
   2679      9831.448 DT     0601 Rx 8  2B 01 18 03 14 00 89 5C 
   2680      9831.693 DT     0581 Rx 8  60 01 18 03 00 00 00 00 
   2681      9832.312 DT     0181 Rx 8  00 80 37 86 B0 FF 01 00 
