;$FILEVERSION=2.0
;$STARTTIME=45224.5492104398
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/10/25 13:10:51.782.0
;   Generated by PCAN-View v4.3.4.615





[TPDO1]
1=0x60640020
2=0x607A0020


;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   1936   2375959.064 DT     0080 Rx 0  
   1937   2375969.038 DT     0080 Rx 0  
   1938   2375979.013 DT     0080 Rx 0  
   1939   2375988.986 DT     0080 Rx 0  
   1940   2375998.961 DT     0080 Rx 0  
   1941   2376008.934 DT     0080 Rx 0  
   1942   2376018.907 DT     0080 Rx 0  
   1943   2376028.879 DT     0080 Rx 0  
   1944   2376038.853 DT     0080 Rx 0  
   1945   2376048.829 DT     0080 Rx 0  
   1946   2376058.802 DT     0080 Rx 0  
   1947   2376068.777 DT     0080 Rx 0  
   1948   2376078.747 DT     0080 Rx 0  
   1949   2376088.722 DT     0080 Rx 0  
   1950   2376098.698 DT     0080 Rx 0  
   1951   2376108.668 DT     0080 Rx 0  
   1952   2376118.645 DT     0080 Rx 0  
   1953   2376128.618 DT     0080 Rx 0  
   1954   2376138.590 DT     0080 Rx 0  
   1955   2376148.564 DT     0080 Rx 0  
   1956   2376158.539 DT     0080 Rx 0  
   1957   2376168.512 DT     0080 Rx 0  
   1958   2376178.485 DT     0080 Rx 0  
   1959   2376188.457 DT     0080 Rx 0  
   1960   2376198.432 DT     0080 Rx 0  
   1961   2376208.405 DT     0080 Rx 0  
   1962   2376218.377 DT     0080 Rx 0  
   1963   2376228.352 DT     0080 Rx 0  
   1964   2376238.324 DT     0080 Rx 0  
   1965   2376248.296 DT     0080 Rx 0  
   1966   2376258.268 DT     0080 Rx 0  
   1967   2376268.140 DT     0080 Rx 0  
   1968   2376278.112 DT     0080 Rx 0  
   1969   2376288.084 DT     0080 Rx 0  
   1970   2376298.058 DT     0080 Rx 0  
   1971   2376308.033 DT     0080 Rx 0  
   1972   2376318.005 DT     0080 Rx 0  
   1973   2376327.979 DT     0080 Rx 0  
   1974   2376337.951 DT     0080 Rx 0  
   1975   2376347.924 DT     0080 Rx 0  
   1976   2376357.897 DT     0080 Rx 0  
   1977   2376367.873 DT     0080 Rx 0  
   1978   2376377.845 DT     0080 Rx 0  
   1979   2376387.818 DT     0080 Rx 0  
   1980   2376397.791 DT     0080 Rx 0  
   1981   2376407.764 DT     0080 Rx 0  
   1982   2376417.736 DT     0080 Rx 0  
   1983   2376427.707 DT     0080 Rx 0  
   1984   2376437.679 DT     0080 Rx 0  
   1985   2376447.654 DT     0080 Rx 0  
   1986   2376457.629 DT     0080 Rx 0  
   1987   2376467.601 DT     0080 Rx 0  
   1988   2376477.575 DT     0080 Rx 0  
   1989   2376487.547 DT     0080 Rx 0  
   1990   2376497.520 DT     0080 Rx 0  
   1991   2376507.493 DT     0080 Rx 0  
   1992   2376517.466 DT     0080 Rx 0  
   1993   2376527.439 DT     0080 Rx 0  
   1994   2376537.408 DT     0080 Rx 0  
   1995   2376547.381 DT     0080 Rx 0  
   1996   2376557.353 DT     0080 Rx 0  
   1997   2376567.323 DT     0080 Rx 0  
   1998   2376577.293 DT     0080 Rx 0  
   1999   2376587.265 DT     0080 Rx 0  
   2000   2376597.235 DT     0080 Rx 0  
   2001   2376598.995 DT     0717 Rx 1  7F 
   2002   2376607.206 DT     0080 Rx 0  
   2003   2376617.177 DT     0080 Rx 0  
   2004   2376627.147 DT     0080 Rx 0  
   2005   2376637.120 DT     0080 Rx 0  
   2006   2376647.090 DT     0080 Rx 0  
   2007   2376657.065 DT     0080 Rx 0  
   2008   2376667.034 DT     0080 Rx 0  
   2009   2376677.008 DT     0080 Rx 0  
   2010   2376686.978 DT     0080 Rx 0  
   2011   2376696.952 DT     0080 Rx 0  
   2012   2376706.925 DT     0080 Rx 0  
   2013   2376716.896 DT     0080 Rx 0  
   2014   2376726.867 DT     0080 Rx 0  
   2015   2376736.841 DT     0080 Rx 0  
   2016   2376746.814 DT     0080 Rx 0  
   2017   2376756.786 DT     0080 Rx 0  
   2018   2376766.758 DT     0080 Rx 0  
   2019   2376776.731 DT     0080 Rx 0  
   2020   2376786.704 DT     0080 Rx 0  
   2021   2376796.675 DT     0080 Rx 0  
   2022   2376806.648 DT     0080 Rx 0  
   2023   2376816.618 DT     0080 Rx 0  
   2024   2376826.591 DT     0080 Rx 0  
   2025   2376836.561 DT     0080 Rx 0  
   2026   2376846.534 DT     0080 Rx 0  
   2027   2376856.505 DT     0080 Rx 0  
   2028   2376866.480 DT     0080 Rx 0  
   2029   2376876.451 DT     0080 Rx 0  
   2030   2376886.423 DT     0080 Rx 0  
   2031   2376896.396 DT     0080 Rx 0  
   2032   2376906.368 DT     0080 Rx 0  
   2033   2376909.922 DT     0701 Rx 1  7F 
   2034   2376916.340 DT     0080 Rx 0  
   2035   2376926.310 DT     0080 Rx 0  
   2036   2376936.283 DT     0080 Rx 0  
   2037   2376946.253 DT     0080 Rx 0  
   2038   2376956.226 DT     0080 Rx 0  
   2039   2376966.199 DT     0080 Rx 0  
   2040   2376976.172 DT     0080 Rx 0  
   2041   2376986.142 DT     0080 Rx 0  
   2042   2376996.115 DT     0080 Rx 0  
   2043   2377006.085 DT     0080 Rx 0  
   2044   2377016.055 DT     0080 Rx 0  
   2045   2377026.028 DT     0080 Rx 0  
   2046   2377036.001 DT     0080 Rx 0  
   2047   2377045.971 DT     0080 Rx 0  
   2048   2377055.943 DT     0080 Rx 0  
   2049   2377065.910 DT     0080 Rx 0  
   2050   2377075.883 DT     0080 Rx 0  
   2051   2377085.852 DT     0080 Rx 0  
   2052   2377095.825 DT     0080 Rx 0  
   2053   2377105.797 DT     0080 Rx 0  
   2054   2377115.769 DT     0080 Rx 0  
   2055   2377125.740 DT     0080 Rx 0  
   2056   2377135.710 DT     0080 Rx 0  
   2057   2377145.681 DT     0080 Rx 0  
   2058   2377155.653 DT     0080 Rx 0  
   2059   2377165.626 DT     0080 Rx 0  
   2060   2377175.599 DT     0080 Rx 0  
   2061   2377185.569 DT     0080 Rx 0  
   2062   2377195.544 DT     0080 Rx 0  
   2063   2377205.515 DT     0080 Rx 0  
   2064   2377215.486 DT     0080 Rx 0  
   2065   2377225.460 DT     0080 Rx 0  
   2066   2377235.429 DT     0080 Rx 0  
   2067   2377245.405 DT     0080 Rx 0  
   2068   2377255.377 DT     0080 Rx 0  
   2069   2377265.248 DT     0080 Rx 0  
   2070   2377275.221 DT     0080 Rx 0  
   2071   2377285.194 DT     0080 Rx 0  
   2072   2377295.169 DT     0080 Rx 0  
   2073   2377305.139 DT     0080 Rx 0  
   2074   2377315.111 DT     0080 Rx 0  
   2075   2377325.083 DT     0080 Rx 0  
   2076   2377335.057 DT     0080 Rx 0  
   2077   2377345.030 DT     0080 Rx 0  
   2078   2377355.001 DT     0080 Rx 0  
   2079   2377364.972 DT     0080 Rx 0  
   2080   2377374.946 DT     0080 Rx 0  
   2081   2377384.918 DT     0080 Rx 0  
   2082   2377394.889 DT     0080 Rx 0  
   2083   2377404.863 DT     0080 Rx 0  
   2084   2377414.832 DT     0080 Rx 0  
   2085   2377424.804 DT     0080 Rx 0  
   2086   2377434.777 DT     0080 Rx 0  
   2087   2377444.749 DT     0080 Rx 0  
   2088   2377454.715 DT     0080 Rx 0  
   2089   2377464.686 DT     0080 Rx 0  
   2090   2377474.658 DT     0080 Rx 0  
   2091   2377484.631 DT     0080 Rx 0  
   2092   2377494.601 DT     0080 Rx 0  
   2093   2377504.571 DT     0080 Rx 0  
   2094   2377514.542 DT     0080 Rx 0  
   2095   2377524.515 DT     0080 Rx 0  
   2096   2377534.485 DT     0080 Rx 0  
   2097   2377544.457 DT     0080 Rx 0  
   2098   2377554.430 DT     0080 Rx 0  
   2099   2377564.401 DT     0080 Rx 0  
   2100   2377574.374 DT     0080 Rx 0  
   2101   2377584.345 DT     0080 Rx 0  
   2102   2377594.318 DT     0080 Rx 0  
   2103   2377598.221 DT     0717 Rx 1  7F 
   2104   2377604.287 DT     0080 Rx 0  
   2105   2377614.262 DT     0080 Rx 0  
   2106   2377624.232 DT     0080 Rx 0  
   2107   2377634.203 DT     0080 Rx 0  
   2108   2377644.176 DT     0080 Rx 0  
   2109   2377654.150 DT     0080 Rx 0  
   2110   2377664.120 DT     0080 Rx 0  
   2111   2377674.095 DT     0080 Rx 0  
   2112   2377684.065 DT     0080 Rx 0  
   2113   2377694.037 DT     0080 Rx 0  
   2114   2377704.007 DT     0080 Rx 0  
   2115   2377713.978 DT     0080 Rx 0  
   2116   2377723.951 DT     0080 Rx 0  
   2117   2377733.923 DT     0080 Rx 0  
   2118   2377743.896 DT     0080 Rx 0  
   2119   2377753.871 DT     0080 Rx 0  
   2120   2377763.841 DT     0080 Rx 0  
   2121   2377773.816 DT     0080 Rx 0  
   2122   2377783.791 DT     0080 Rx 0  
   2123   2377793.764 DT     0080 Rx 0  
   2124   2377803.737 DT     0080 Rx 0  
   2125   2377813.713 DT     0080 Rx 0  
   2126   2377823.685 DT     0080 Rx 0  
   2127   2377833.658 DT     0080 Rx 0  
   2128   2377843.630 DT     0080 Rx 0  
   2129   2377853.605 DT     0080 Rx 0  
   2130   2377863.575 DT     0080 Rx 0  
   2131   2377873.550 DT     0080 Rx 0  
   2132   2377883.523 DT     0080 Rx 0  
   2133   2377893.495 DT     0080 Rx 0  
   2134   2377903.470 DT     0080 Rx 0  
   2135   2377908.680 DT     0701 Rx 1  7F 
   2136   2377913.441 DT     0080 Rx 0  
   2137   2377923.417 DT     0080 Rx 0  
   2138   2377933.391 DT     0080 Rx 0  
   2139   2377943.364 DT     0080 Rx 0  
   2140   2377953.337 DT     0080 Rx 0  
   2141   2377963.307 DT     0080 Rx 0  
   2142   2377973.278 DT     0080 Rx 0  
   2143   2377983.251 DT     0080 Rx 0  
   2144   2377993.223 DT     0080 Rx 0  
   2145   2378003.192 DT     0080 Rx 0  
   2146   2378013.162 DT     0080 Rx 0  
   2147   2378023.136 DT     0080 Rx 0  
   2148   2378033.108 DT     0080 Rx 0  
   2149   2378043.082 DT     0080 Rx 0  
   2150   2378053.052 DT     0080 Rx 0  
   2151   2378063.023 DT     0080 Rx 0  
   2152   2378072.995 DT     0080 Rx 0  
   2153   2378082.970 DT     0080 Rx 0  
   2154   2378092.940 DT     0080 Rx 0  
   2155   2378102.912 DT     0080 Rx 0  
   2156   2378112.884 DT     0080 Rx 0  
   2157   2378122.857 DT     0080 Rx 0  
   2158   2378132.827 DT     0080 Rx 0  
   2159   2378142.800 DT     0080 Rx 0  
   2160   2378152.770 DT     0080 Rx 0  
   2161   2378162.743 DT     0080 Rx 0  
   2162   2378172.715 DT     0080 Rx 0  
   2163   2378182.691 DT     0080 Rx 0  
   2164   2378192.664 DT     0080 Rx 0  
   2165   2378202.639 DT     0080 Rx 0  
   2166   2378212.610 DT     0080 Rx 0  
   2167   2378222.582 DT     0080 Rx 0  
   2168   2378232.554 DT     0080 Rx 0  
   2169   2378242.525 DT     0080 Rx 0  
   2170   2378252.497 DT     0080 Rx 0  
   2171   2378262.367 DT     0080 Rx 0  
   2172   2378272.340 DT     0080 Rx 0  
   2173   2378282.314 DT     0080 Rx 0  
   2174   2378292.286 DT     0080 Rx 0  
   2175   2378302.262 DT     0080 Rx 0  
   2176   2378312.233 DT     0080 Rx 0  
   2177   2378322.206 DT     0080 Rx 0  
   2178   2378332.178 DT     0080 Rx 0  
   2179   2378342.151 DT     0080 Rx 0  
   2180   2378352.124 DT     0080 Rx 0  
   2181   2378362.096 DT     0080 Rx 0  
   2182   2378372.071 DT     0080 Rx 0  
   2183   2378382.043 DT     0080 Rx 0  
   2184   2378392.019 DT     0080 Rx 0  
   2185   2378401.991 DT     0080 Rx 0  
   2186   2378411.963 DT     0080 Rx 0  
   2187   2378421.936 DT     0080 Rx 0  
   2188   2378431.908 DT     0080 Rx 0  
   2189   2378441.882 DT     0080 Rx 0  
   2190   2378451.856 DT     0080 Rx 0  
   2191   2378461.829 DT     0080 Rx 0  
   2192   2378471.804 DT     0080 Rx 0  
   2193   2378481.776 DT     0080 Rx 0  
   2194   2378491.748 DT     0080 Rx 0  
   2195   2378501.720 DT     0080 Rx 0  
   2196   2378511.693 DT     0080 Rx 0  
   2197   2378521.665 DT     0080 Rx 0  
   2198   2378531.638 DT     0080 Rx 0  
   2199   2378541.610 DT     0080 Rx 0  
   2200   2378551.585 DT     0080 Rx 0  
   2201   2378561.558 DT     0080 Rx 0  
   2202   2378571.534 DT     0080 Rx 0  
   2203   2378581.507 DT     0080 Rx 0  
   2204   2378591.482 DT     0080 Rx 0  
   2205   2378597.444 DT     0717 Rx 1  7F 
   2206   2378601.454 DT     0080 Rx 0  
   2207   2378611.427 DT     0080 Rx 0  
   2208   2378621.401 DT     0080 Rx 0  
   2209   2378631.373 DT     0080 Rx 0  
   2210   2378641.345 DT     0080 Rx 0  
   2211   2378651.317 DT     0080 Rx 0  
   2212   2378661.290 DT     0080 Rx 0  
   2213   2378671.263 DT     0080 Rx 0  
   2214   2378681.237 DT     0080 Rx 0  
   2215   2378691.210 DT     0080 Rx 0  
   2216   2378701.182 DT     0080 Rx 0  
   2217   2378711.158 DT     0080 Rx 0  
   2218   2378721.133 DT     0080 Rx 0  
   2219   2378731.105 DT     0080 Rx 0  
   2220   2378741.078 DT     0080 Rx 0  
   2221   2378751.049 DT     0080 Rx 0  
   2222   2378761.022 DT     0080 Rx 0  
   2223   2378770.993 DT     0080 Rx 0  
   2224   2378780.965 DT     0080 Rx 0  
   2225   2378790.938 DT     0080 Rx 0  
   2226   2378800.911 DT     0080 Rx 0  
   2227   2378810.881 DT     0080 Rx 0  
   2228   2378820.852 DT     0080 Rx 0  
   2229   2378830.824 DT     0080 Rx 0  
   2230   2378840.794 DT     0080 Rx 0  
   2231   2378850.767 DT     0080 Rx 0  
   2232   2378860.738 DT     0080 Rx 0  
   2233   2378870.710 DT     0080 Rx 0  
   2234   2378880.684 DT     0080 Rx 0  
   2235   2378890.655 DT     0080 Rx 0  
   2236   2378900.627 DT     0080 Rx 0  
   2237   2378907.441 DT     0701 Rx 1  7F 
   2238   2378910.602 DT     0080 Rx 0  
   2239   2378920.572 DT     0080 Rx 0  
   2240   2378930.545 DT     0080 Rx 0  
   2241   2378940.520 DT     0080 Rx 0  
   2242   2378950.492 DT     0080 Rx 0  
   2243   2378960.468 DT     0080 Rx 0  
   2244   2378970.441 DT     0080 Rx 0  
   2245   2378980.411 DT     0080 Rx 0  
   2246   2378990.383 DT     0080 Rx 0  
   2247   2379000.358 DT     0080 Rx 0  
   2248   2379010.329 DT     0080 Rx 0  
   2249   2379020.299 DT     0080 Rx 0  
   2250   2379030.272 DT     0080 Rx 0  
   2251   2379040.245 DT     0080 Rx 0  
   2252   2379050.218 DT     0080 Rx 0  
   2253   2379060.188 DT     0080 Rx 0  
   2254   2379070.160 DT     0080 Rx 0  
   2255   2379080.131 DT     0080 Rx 0  
   2256   2379090.103 DT     0080 Rx 0  
   2257   2379100.076 DT     0080 Rx 0  
   2258   2379110.048 DT     0080 Rx 0  
   2259   2379120.021 DT     0080 Rx 0  
   2260   2379129.991 DT     0080 Rx 0  
   2261   2379139.963 DT     0080 Rx 0  
   2262   2379149.935 DT     0080 Rx 0  
   2263   2379159.905 DT     0080 Rx 0  
   2264   2379169.878 DT     0080 Rx 0  
   2265   2379179.848 DT     0080 Rx 0  
   2266   2379189.821 DT     0080 Rx 0  
   2267   2379199.792 DT     0080 Rx 0  
   2268   2379209.763 DT     0080 Rx 0  
   2269   2379219.736 DT     0080 Rx 0  
   2270   2379229.709 DT     0080 Rx 0  
   2271   2379239.682 DT     0080 Rx 0  
   2272   2379249.657 DT     0080 Rx 0  
   2273   2379259.529 DT     0080 Rx 0  
   2274   2379269.500 DT     0080 Rx 0  
   2275   2379279.474 DT     0080 Rx 0  
   2276   2379289.447 DT     0080 Rx 0  
   2277   2379299.417 DT     0080 Rx 0  
   2278   2379309.390 DT     0080 Rx 0  
   2279   2379319.364 DT     0080 Rx 0  
   2280   2379329.336 DT     0080 Rx 0  
   2281   2379339.311 DT     0080 Rx 0  
   2282   2379349.284 DT     0080 Rx 0  
   2283   2379359.256 DT     0080 Rx 0  
   2284   2379369.227 DT     0080 Rx 0  
   2285   2379379.202 DT     0080 Rx 0  
   2286   2379389.177 DT     0080 Rx 0  
   2287   2379399.148 DT     0080 Rx 0  
   2288   2379409.122 DT     0080 Rx 0  
   2289   2379419.095 DT     0080 Rx 0  
   2290   2379429.068 DT     0080 Rx 0  
   2291   2379439.043 DT     0080 Rx 0  
   2292   2379449.015 DT     0080 Rx 0  
   2293   2379458.988 DT     0080 Rx 0  
   2294   2379468.961 DT     0080 Rx 0  
   2295   2379478.936 DT     0080 Rx 0  
   2296   2379488.910 DT     0080 Rx 0  
   2297   2379498.885 DT     0080 Rx 0  
   2298   2379508.858 DT     0080 Rx 0  
   2299   2379518.830 DT     0080 Rx 0  
   2300   2379528.805 DT     0080 Rx 0  
   2301   2379538.780 DT     0080 Rx 0  
   2302   2379548.753 DT     0080 Rx 0  
   2303   2379558.725 DT     0080 Rx 0  
   2304   2379568.701 DT     0080 Rx 0  
   2305   2379578.674 DT     0080 Rx 0  
   2306   2379588.647 DT     0080 Rx 0  
   2307   2379596.672 DT     0717 Rx 1  7F 
   2308   2379598.624 DT     0080 Rx 0  
   2309   2379608.598 DT     0080 Rx 0  
   2310   2379618.571 DT     0080 Rx 0  
   2311   2379628.545 DT     0080 Rx 0  
   2312   2379638.518 DT     0080 Rx 0  
   2313   2379648.493 DT     0080 Rx 0  
   2314   2379658.467 DT     0080 Rx 0  
   2315   2379668.442 DT     0080 Rx 0  
   2316   2379678.418 DT     0080 Rx 0  
   2317   2379688.391 DT     0080 Rx 0  
   2318   2379698.366 DT     0080 Rx 0  
   2319   2379708.341 DT     0080 Rx 0  
   2320   2379718.314 DT     0080 Rx 0  
   2321   2379728.287 DT     0080 Rx 0  
   2322   2379738.262 DT     0080 Rx 0  
   2323   2379748.234 DT     0080 Rx 0  
   2324   2379758.210 DT     0080 Rx 0  
   2325   2379768.185 DT     0080 Rx 0  
   2326   2379778.158 DT     0080 Rx 0  
   2327   2379788.131 DT     0080 Rx 0  
   2328   2379798.106 DT     0080 Rx 0  
   2329   2379808.078 DT     0080 Rx 0  
   2330   2379818.052 DT     0080 Rx 0  
   2331   2379828.023 DT     0080 Rx 0  
   2332   2379837.998 DT     0080 Rx 0  
   2333   2379847.974 DT     0080 Rx 0  
   2334   2379857.948 DT     0080 Rx 0  
   2335   2379867.921 DT     0080 Rx 0  
   2336   2379877.896 DT     0080 Rx 0  
   2337   2379887.868 DT     0080 Rx 0  
   2338   2379897.841 DT     0080 Rx 0  
   2339   2379906.225 DT     0701 Rx 1  7F 
   2340   2379907.812 DT     0080 Rx 0  
   2341   2379917.784 DT     0080 Rx 0  
   2342   2379927.756 DT     0080 Rx 0  
   2343   2379937.728 DT     0080 Rx 0  
   2344   2379947.704 DT     0080 Rx 0  
   2345   2379957.675 DT     0080 Rx 0  
   2346   2379967.650 DT     0080 Rx 0  
   2347   2379977.622 DT     0080 Rx 0  
   2348   2379987.597 DT     0080 Rx 0  
   2349   2379997.573 DT     0080 Rx 0  
   2350   2380007.545 DT     0080 Rx 0  
   2351   2380017.518 DT     0080 Rx 0  
   2352   2380027.491 DT     0080 Rx 0  
   2353   2380037.466 DT     0080 Rx 0  
   2354   2380047.438 DT     0080 Rx 0  
   2355   2380057.410 DT     0080 Rx 0  
   2356   2380067.383 DT     0080 Rx 0  
   2357   2380077.356 DT     0080 Rx 0  
   2358   2380087.328 DT     0080 Rx 0  
   2359   2380097.301 DT     0080 Rx 0  
   2360   2380107.273 DT     0080 Rx 0  
   2361   2380117.246 DT     0080 Rx 0  
   2362   2380127.219 DT     0080 Rx 0  
   2363   2380137.191 DT     0080 Rx 0  
   2364   2380147.164 DT     0080 Rx 0  
   2365   2380157.136 DT     0080 Rx 0  
   2366   2380164.189 DT     0601 Rx 8  2B 40 60 00 0F 00 94 82 
   2367   2380164.409 DT     0581 Rx 8  60 40 60 00 00 00 00 00 
   2368   2380167.110 DT     0080 Rx 0  
   2369   2380177.082 DT     0080 Rx 0  
   2370   2380187.052 DT     0080 Rx 0  
   2371   2380197.024 DT     0080 Rx 0  
   2372   2380206.997 DT     0080 Rx 0  
   2373   2380216.970 DT     0080 Rx 0  
   2374   2380226.943 DT     0080 Rx 0  
   2375   2380236.915 DT     0080 Rx 0  
   2376   2380246.889 DT     0080 Rx 0  
   2377   2380256.763 DT     0080 Rx 0  
   2378   2380266.734 DT     0080 Rx 0  
   2379   2380276.710 DT     0080 Rx 0  
   2380   2380286.683 DT     0080 Rx 0  
   2381   2380296.655 DT     0080 Rx 0  
   2382   2380306.629 DT     0080 Rx 0  
   2383   2380316.602 DT     0080 Rx 0  
   2384   2380326.574 DT     0080 Rx 0  
   2385   2380336.549 DT     0080 Rx 0  
   2386   2380346.522 DT     0080 Rx 0  
   2387   2380356.495 DT     0080 Rx 0  
   2388   2380366.468 DT     0080 Rx 0  
   2389   2380376.441 DT     0080 Rx 0  
   2390   2380386.414 DT     0080 Rx 0  
   2391   2380396.387 DT     0080 Rx 0  
   2392   2380406.362 DT     0080 Rx 0  
   2393   2380416.339 DT     0080 Rx 0  
   2394   2380426.311 DT     0080 Rx 0  
   2395   2380436.284 DT     0080 Rx 0  
   2396   2380446.257 DT     0080 Rx 0  
   2397   2380456.231 DT     0080 Rx 0  
   2398   2380466.203 DT     0080 Rx 0  
   2399   2380476.176 DT     0080 Rx 0  
   2400   2380486.146 DT     0080 Rx 0  
   2401   2380496.119 DT     0080 Rx 0  
   2402   2380506.094 DT     0080 Rx 0  
   2403   2380516.067 DT     0080 Rx 0  
   2404   2380526.042 DT     0080 Rx 0  
   2405   2380536.015 DT     0080 Rx 0  
   2406   2380545.990 DT     0080 Rx 0  
   2407   2380555.964 DT     0080 Rx 0  
   2408   2380565.937 DT     0080 Rx 0  
   2409   2380575.912 DT     0080 Rx 0  
   2410   2380585.884 DT     0080 Rx 0  
   2411   2380595.859 DT     0080 Rx 0  
   2412   2380595.916 DT     0717 Rx 1  7F 
   2413   2380605.834 DT     0080 Rx 0  
   2414   2380615.807 DT     0080 Rx 0  
   2415   2380625.782 DT     0080 Rx 0  
   2416   2380635.755 DT     0080 Rx 0  
   2417   2380645.730 DT     0080 Rx 0  
   2418   2380655.704 DT     0080 Rx 0  
   2419   2380665.677 DT     0080 Rx 0  
   2420   2380675.652 DT     0080 Rx 0  
   2421   2380685.626 DT     0080 Rx 0  
   2422   2380695.601 DT     0080 Rx 0  
   2423   2380705.574 DT     0080 Rx 0  
   2424   2380715.547 DT     0080 Rx 0  
   2425   2380725.522 DT     0080 Rx 0  
   2426   2380735.495 DT     0080 Rx 0  
   2427   2380745.470 DT     0080 Rx 0  
   2428   2380755.445 DT     0080 Rx 0  
   2429   2380765.418 DT     0080 Rx 0  
   2430   2380775.393 DT     0080 Rx 0  
   2431   2380785.369 DT     0080 Rx 0  
   2432   2380795.344 DT     0080 Rx 0  
   2433   2380805.317 DT     0080 Rx 0  
   2434   2380815.292 DT     0080 Rx 0  
   2435   2380825.267 DT     0080 Rx 0  
   2436   2380835.241 DT     0080 Rx 0  
   2437   2380845.214 DT     0080 Rx 0  
   2438   2380855.189 DT     0080 Rx 0  
   2439   2380865.162 DT     0080 Rx 0  
